"","label_E","label_P","T80.1","T80.2","T80.3","T80.4","T80.5","T80.6","T80.7","T80.8","T80.9","T81","T81.1","T81.2","T81.3","T81.4","T81.5","T81.6","T81.7","T81.8","T81.9","T82","T82.1","T82.2","T82.3","T82.4","T82.5","T82.6","T82.7","T82.8","T82.9","T83","T83.1","T83.2","T83.3","T83.4","T83.5","T83.6","T83.7","T83.8","T83.9","T84","T84.1","T84.2","T84.3","T84.4","T84.5","T84.6","T84.7","T84.8","T84.9","T85","T85.1","T85.2","T85.3","T85.4","T85.5","T85.6","T85.7","T85.8","T85.9","T86","T86.1","T86.2","T86.3","T86.4","T86.5","T86.6","T86.7","T86.8","T86.9","T87","T87.1","T87.2","T87.3","T87.4","T87.5","T87.6","T87.7","T87.8","T87.9","T88","T88.1","T88.2","T88.3","T88.4","T88.5","T88.6","T88.7","T88.8","T88.9","T89","T89.1","T89.2","T89.3","T89.4","T89.5","T89.6","T89.7","T89.8","T89.9"
"1",0,0,0.111637481417786,0.112865607662982,0.114001803802944,0.114711475691169,0.116710015421279,0.118816406725664,0.12234556850588,0.123470143163122,0.124133931109887,0.123013827002474,0.121747164229807,0.120506724506317,0.119160736875933,0.11901047996798,0.120924076035592,0.127050022267177,0.13726118836082,0.149886197756653,0.162580297435559,0.174204763880366,0.181489027569944,0.18521865573943,0.186535329077933,0.190840641118291,0.202008902171963,0.224025808999474,0.257295301658656,0.304193463208491,0.364648135185912,0.439063723407444,0.524087870345577,0.614057314814928,0.699569951725942,0.765966416625615,0.799912033836499,0.792627181585564,0.746347858372187,0.675442026813788,0.603090053902817,0.55339287732927,0.540481836340324,0.565537614757729,0.615537653295036,0.669600277248704,0.706359940007488,0.707235490620455,0.661688812291646,0.573194818235226,0.45551810244762,0.329257565831159,0.219018235343261,0.13430562755919,0.0803219271019392,0.0489536179348863,0.0334803236936201,0.0267276385698324,0.0221206755564499,0.0203714922930132,0.0191537062611491,0.0178871516256535,0.0166086266950625,0.0154154824484654,0.0140056050109513,0.0150902977681608,0.0149915285033366,0.014890828117638,0.0159734470661003,0.0161678599592023,0.0170121594115344,0.0177606025179076,0.018,0.0178220579934547,0.0164344577289753,0.0152493438668113,0.0139973114670122,0.015587498871413,0.0182128815878566,0.0205735151283686,0.0241757573176815,0.0256818702604581,0.0276102412954092,0.0298118423700231,0.0312476878454625,0.0335633152037433,0.0342089712047638,0.0321272004340171,0.0293346806300997,0.0240898246864092,0.0190325138920505,0.0150227973687718,0.0137226177014732,0.013023625941274,0.0121654060405196,0.0119788165557315,0.010953849618121,0.0104430508133905,0.00996602555115564,0.0100044443919019,0.00982176266317823
"2",0,-1,0.0926200062615793,0.0938863692861777,0.0951539995589652,0.0963943053448859,0.0977519923438154,0.0980117364497485,0.0980444496519871,0.0975632209589489,0.0968614599836292,0.0979860855955928,0.0992397695641133,0.100587380197132,0.101063559979007,0.101028250256215,0.102052999288569,0.102458545162601,0.103848174250355,0.105135860617325,0.107848957260522,0.113230561480941,0.123755286031276,0.137803033165839,0.155777600467001,0.172097291435515,0.18613872859422,0.201315903381846,0.219336797358792,0.246393721127286,0.283160128932133,0.329205316711355,0.379176283865446,0.426842009815382,0.464604202744795,0.484906982498997,0.487004611826729,0.474560806317188,0.458085943349686,0.449470718937551,0.461729906205662,0.500288300538801,0.559680999461076,0.629478457032625,0.691332581810601,0.727861224135549,0.72373241217282,0.671992017749329,0.575808868337139,0.451931182094014,0.322313638051164,0.208663500556496,0.124146935415311,0.0695841718855888,0.0389594448538754,0.0234289700923902,0.0165665502960341,0.0139500689038955,0.0140386204450702,0.01399743654926,0.0139853436215063,0.0139324184263751,0.0125976187487156,0.0113611013505444,0.010112506801202,0.00893952526872701,0.00902253082423412,0.00899610760637439,0.0090001389132754,0.00900005193966984,0.00900034260115016,0.00899857424308693,0.009,0.00904215216688446,0.00856458337205398,0.00713325198259989,0.00700829894487128,0.00692097932830016,0.0076278612624204,0.00795188853931189,0.00904128550989195,0.00925577646415316,0.010632724083793,0.0119353165985217,0.0120083833012436,0.011679550685726,0.0102708903304435,0.00910014976206477,0.0067202038346519,0.00547728905495062,0.00497404156357095,0.00499358194326106,0.00620863879167869,0.0081221959629976,0.00906305110075186,0.00898220833345919,0.00768456601474483,0.00635240998191249,0.00597258634285371,0.00599715758250007,0.00600285303938895
"3",0,-2,0.0770613702336576,0.0769597068413893,0.0782373184692604,0.0811764875042033,0.0849895701315505,0.0888505558543182,0.0898889423726894,0.0885775340967505,0.0866246786659287,0.084020506174985,0.0829650587699235,0.0828512943021591,0.0844704369330433,0.0870776963565943,0.0894269216316678,0.0901387266695564,0.0891990199143938,0.0879093954333768,0.0867578432969427,0.0885013220303683,0.0942799373130471,0.103243928817716,0.116290743014962,0.130909601850151,0.145194480514971,0.157638485589936,0.167607798298789,0.177476860029986,0.190683358153535,0.208862227939165,0.231214843447524,0.25692280483202,0.282485821758764,0.304539724791113,0.319929795532378,0.330415235097272,0.342864893347805,0.362908443072198,0.400187066982743,0.455793126377244,0.527709741157124,0.606148393789779,0.677263574471896,0.726781806220281,0.739166588171223,0.705248979844158,0.625815788688879,0.509833721758955,0.379261073951366,0.2549900201657,0.15617515758652,0.0874565100196487,0.045902987197945,0.0250391926285708,0.0166687567433285,0.0139104080754019,0.0129827454294796,0.012495454781139,0.0111224137706028,0.00979805263591669,0.00753085430231205,0.0062891301995644,0.00599871276355838,0.00613523676243242,0.00701751431397071,0.00770617692049721,0.00800194970634927,0.00782689434793998,0.00689508181198657,0.00701623739262644,0.007,0.00698322279531711,0.00711008367844293,0.00615078911858557,0.00597040929041025,0.00495558488302852,0.00442926575110902,0.00396311578370393,0.00399447460460767,0.00402308047091864,0.00389353880893467,0.00491638194527569,0.00498307394693149,0.00498425905208805,0.00510223275890325,0.00404369383045526,0.00402382177504613,0.00398574829900184,0.00402777696150181,0.00399209394632347,0.00509774564059902,0.00497177069857425,0.00500977964834386,0.00500703188006486,0.00472528638780314,0.00391612076306809,0.00399109058301346,0.00394422657391092,0.00276083058609328
"4",0,-3,0.0597493165294857,0.0609282762652228,0.0610067138981337,0.0606817196672438,0.0593071293034542,0.0580722978348564,0.0569439808667474,0.0569162526406178,0.0577854085411072,0.0579923148920161,0.0588898432024276,0.0578442028210682,0.058104416294933,0.0569725862406242,0.0572507667979529,0.0585682239730132,0.0598413223341569,0.0611492314194911,0.0635202808054745,0.0640419499932674,0.0639972488065785,0.0640033915055328,0.0639535891977801,0.0645001603048431,0.0668626963437936,0.0696982434621221,0.0769618204535337,0.0870444082144397,0.10168898909504,0.11695165516854,0.131223142411405,0.142925982755744,0.153201868734666,0.16321234680457,0.174712062332588,0.190316158004466,0.211545898407825,0.244137060534794,0.288425380270225,0.345094890267015,0.409551324200416,0.472799220516587,0.521675034567446,0.543780753369628,0.528661014660139,0.47622607510651,0.392033299252483,0.293001404376729,0.197851940767319,0.120927005893292,0.0678728067224116,0.0367740781584138,0.0204477015267616,0.0140845471073611,0.0114086754860767,0.00890691357621423,0.00770900958096608,0.00631564646616968,0.00597631146458753,0.00599789769634469,0.0059860023453111,0.00607793017238366,0.00513159935500474,0.0039751008561421,0.00362914926302676,0.00281491541256587,0.00397377630760846,0.00411561415782113,0.00555878290845505,0.00614723936558336,0.005,0.00484978605677198,0.00336207654634837,0.00296074485163069,0.00298900935823301,0.00329401703264657,0.00405796688965235,0.00407284822193688,0.00296158684334549,0.00274159103168264,0.00137327478983577,5.29757563550313e-05,-9.71138307747878e-05,-0.00118328092870383,-0.000349396848986394,0.000938264297124076,0.00219386057322876,0.00355080455630393,0.00401908775417842,0.00400729234035789,0.00288752339841807,0.00312167300833126,0.0022013435878294,0.00203166076869353,0.00309692878974971,0.00297647785722914,0.00300491597663527,0.00300847679171533,0.00281771519460611
"5",0,-4,0.0921672913103304,0.0911381803757166,0.0899503553131806,0.0899678101367209,0.0905397743431011,0.0928510631235371,0.0951250085655484,0.0950340591157075,0.0943281319605414,0.0930133163702407,0.0918755714511487,0.0924814270380605,0.0936898363920577,0.0960646720618405,0.0971058619759257,0.0964918114728575,0.0951893378543017,0.0939647924791306,0.0939707670862015,0.0944952382370715,0.0966372468033094,0.101616253720994,0.10882656819318,0.120463270554569,0.133303877239033,0.14337930915504,0.148970817812073,0.148401064121861,0.146057955649964,0.143760582471237,0.145107888831782,0.151287962913871,0.162270129814186,0.177857348193483,0.196977583817503,0.220885902645625,0.252165319838226,0.294756276209278,0.350310125899353,0.420295130519526,0.506150179858524,0.603067280409126,0.704768118333734,0.803540783859022,0.884879361660916,0.934497988514538,0.937816198745789,0.888346550710651,0.784728161476318,0.640358787937114,0.48151417796514,0.329590918451318,0.205721208805939,0.117714578806675,0.0649176294289093,0.0360230552211639,0.0236574571525358,0.0178988286989889,0.0160953827557403,0.0147899092312844,0.012595046887795,0.0107165040341809,0.00909194239075895,0.00793312658011068,0.00803150914798329,0.0079655711366117,0.00803106634064922,0.00694346466954249,0.00664643095000586,0.00516916065438483,0.005,0.00493378694470603,0.00556579595336101,0.00595458163912595,0.00703186548210739,0.00695694816800371,0.00708168503268924,0.0062098065574793,0.00497660977778946,0.00473336107633448,0.00337546974576735,0.00205163181147976,0.00189394351469546,0.000911759750054667,0.000908850599436491,0.00196450236129361,0.00213259219516466,0.00320708955142504,0.00221796831057513,0.0019975281809297,0.00195093544264903,0.00244145750398021,0.00380038284042855,0.00504335636015284,0.0060857715980053,0.00595888845581789,0.00606100256984767,0.00490184634075458,0.0036548318761579
"6",0,-5,0.0928085867040777,0.0929992567869678,0.0929162023231494,0.0914692372079138,0.0910553111286749,0.0900469596634977,0.0900307077513725,0.08993982516113,0.0905801069313034,0.0929778594410371,0.094045114651178,0.0940369437509592,0.0933693751387326,0.0909496972829919,0.089377184747585,0.0879537941631178,0.0871075428327052,0.0881440198933532,0.0911392493942122,0.0974210131818992,0.106851091098143,0.119385900325438,0.1297663398964,0.135408154316049,0.13516107601085,0.131135671925074,0.125032792361073,0.120719323116257,0.118999144245309,0.120513246295525,0.125576495859222,0.135648982293608,0.149322835505659,0.169220347058941,0.194517380803496,0.227237367825644,0.269937594382686,0.326525588251756,0.396360941715564,0.481786087502119,0.579235684401306,0.685184814455632,0.788919044690793,0.878639562593644,0.93931844386259,0.957171038942949,0.921671414515497,0.830552895737613,0.692665012168331,0.530531758225198,0.371476955009887,0.235816997521411,0.137672258421333,0.0750190706615548,0.0414167963021259,0.0254826513832996,0.0185656715922071,0.0141076866878449,0.0111999801692198,0.00979267506607007,0.00779638763987396,0.00806891206907455,0.00794288451307303,0.00906649961989023,0.00906590970781258,0.00826505908047958,0.00801385059466845,0.00675946596250649,0.00552516973144706,0.00426325361934173,0.003,0.0016903720273463,0.000915784968875649,0.00103593017537742,0.00103789261298632,0.0020330207720792,0.00259309009968027,0.00298115424971876,0.00413753147009507,0.00499655044443415,0.00564584691043419,0.00601121203189122,0.00591129369246897,0.00455229581666464,0.00334384269955084,0.00203129195915583,0.00197223331426225,0.00248276463269731,0.0029582188401098,0.00399195306616967,0.00403082754021759,0.00345604278637331,0.00304851924471699,0.00198310720122988,0.00175588523515989,0.000903497549454003,0.00100715005844191,0.000992774289418249,0.00118102904906923
"7",0,-6,0.0886981849268088,0.0898261066166399,0.0922412904422036,0.0931287116045563,0.0923691347830347,0.0910685879841766,0.0899261497439215,0.0900562613502542,0.0898660320041796,0.0910002058912862,0.0899264547372431,0.0895417082153555,0.0888731053612708,0.0900394899905161,0.0913539617349623,0.0920600365847338,0.0920324385203318,0.0908314814855786,0.0886254909093057,0.086779788646211,0.0851169783650018,0.0839681472346629,0.0863147277119382,0.0925858966441543,0.104117708827259,0.119080812385566,0.131031340678038,0.137602387638823,0.137074856603353,0.132161136551566,0.128620383273707,0.129842162777667,0.138224684947383,0.153139970643776,0.17595528582858,0.206570405852495,0.247810682132944,0.30228394408772,0.372851071954069,0.460483373361536,0.560462819633713,0.666709504604596,0.766648584539169,0.84830707277634,0.898597373538695,0.904540763532157,0.858198762713753,0.759663698797931,0.620994268781851,0.464462074707049,0.317496902454262,0.196965863203971,0.112372615984889,0.0601880652368954,0.0327274538218403,0.0205877813990414,0.0151766067957498,0.012664391968927,0.0119991088590137,0.0108424633730845,0.0100103778959855,0.0093251464531215,0.00903204368830966,0.00790869760580913,0.00812020391990324,0.00727544761742384,0.00699313027733525,0.00703861070107132,0.00653008881103189,0.00592254003257441,0.006,0.00466993146368654,0.00392882144957043,0.00400892226109765,0.00400028529808627,0.00400319906893013,0.00397910175482061,0.0040566327528995,0.00287185752269362,0.00192232614426719,0.00200936188225776,0.00201149054338191,0.00209565988264118,0.00342699559896367,0.00473941366964687,0.00503870412314517,0.00379625100238158,0.00243397409607144,0.00205398434025109,0.00100796247776415,0.000972808758647664,0.00151561464632683,0.00204487537100704,0.00199980435409466,0.00206370616813556,0.00141841432187207,0.000965950947063653,0.000996469583631035,0.00100354360925525
"8",0,-7,0.0871785368979743,0.086124819885514,0.0848511651230734,0.0835762088699236,0.082375126256869,0.0810067113799424,0.0822395004994104,0.0834541958734049,0.0847085214569915,0.0859913927305691,0.085757791317391,0.0849252391355538,0.0849445771956635,0.0860489615760547,0.0870607959108236,0.0870743275494574,0.086187329349801,0.0848527572244775,0.0824900966281465,0.0818953864701848,0.0828076571231119,0.0852954975026364,0.0877369057751712,0.0908710795379979,0.0956297199310163,0.103284297497756,0.112288454083256,0.119734186412115,0.123964987038516,0.123914304326783,0.124387094667977,0.126808856801555,0.137281572916735,0.154879437132415,0.182041000440186,0.218530364190176,0.267280327175289,0.329152928905111,0.40498179682148,0.493647930755015,0.589777055938455,0.686319146548948,0.769693645741508,0.828256859035808,0.845625911891265,0.813660204768832,0.731265977016662,0.608149307399775,0.463427619030493,0.321745162473693,0.20378225963578,0.118303075990737,0.0633981625082186,0.0335180178281876,0.019377417674641,0.0127843356211077,0.0109555653489844,0.0104219451569837,0.00994590715622545,0.00990543733530136,0.00895676351126445,0.00844854516521256,0.00709184336363619,0.00579770902454766,0.00501201867827986,0.00426871779651537,0.0040195376096144,0.00289956788144907,0.00305774781330134,0.00288738831871111,0.004,0.00420585454578903,0.00510331643584115,0.00498739909698406,0.00500010190868218,0.00498114906191472,0.00511318009393824,0.00410679089848002,0.00393548051262513,0.00294250192235091,0.00247519652082234,0.00105667737671838,0.000991271058263396,0.00130458689875498,0.00280282842028827,0.00298144747487693,0.0042470255943262,0.00517589969518146,0.00420222129299913,0.00400373849589075,0.00268064556926288,0.00190291432991213,0.00209737749487337,0.000978145312090071,0.0010281879907675,0.000986990044335044,0.00101864965741699,0.0010567833544509,0.00223815571152263
"9",0,-8,0.0849890152177505,0.0850130506364158,0.0850969710737459,0.0864153974386447,0.0877566089668333,0.0880010434001926,0.0878561978084893,0.0866379372206611,0.0844218456997407,0.0840036878890943,0.0828709242854163,0.0831633372301346,0.082090691931789,0.0830234011939716,0.0831721177768519,0.0846818121109512,0.0850082098288047,0.0849510236140424,0.0836303976647345,0.0823710505774524,0.0811864923769864,0.0787727454180382,0.0779153764056112,0.0784227881802327,0.0825687046930051,0.0914218030296856,0.10246374957806,0.113899362654068,0.121880831182185,0.125232559126458,0.124382237021943,0.124631994534939,0.128150872030589,0.140313101435773,0.160134751999509,0.190569148715829,0.231831231375785,0.285796108578086,0.353243016099898,0.43525242021101,0.527574186118737,0.625635738363597,0.718756666703713,0.793739794260746,0.83778569864422,0.83639706646936,0.78316900151794,0.680748783457372,0.542854657314881,0.395983096376865,0.26410077578056,0.160116857180653,0.0893677963156125,0.047864322634367,0.0261092732511287,0.0167243518410683,0.0132647644122302,0.011340126455105,0.0101566470252127,0.00888723430968751,0.00761285265200854,0.00639331577456536,0.00504604219215549,0.00489440396623003,0.00379815787678106,0.00473723574076197,0.0050078791790587,0.0049939390441219,0.00509416558140748,0.00423077976774334,0.004,0.00393581278855126,0.00453866827937088,0.00504529868926702,0.00500195149713663,0.0050019602425708,0.00497726461761619,0.0050625365474547,0.00389295988047983,0.00255747620174953,0.00203387841694953,0.00110585784740436,0.00114818069086103,0.00200481666296756,0.00272117263901644,0.00297908945958787,0.00413639321269755,0.00350743725295139,0.00294754707736312,0.00300039438222738,0.00298748041109231,0.00309989876325929,0.00218716436497602,0.00201305333746318,0.00171430293468195,0.000939814752781617,0.000931838994505271,0.00204256178572975,0.00210581647891439
"10",0,-9,0.0915606669453497,0.0929242495826724,0.0928994006108859,0.0914031209869066,0.0873324412065837,0.0831780071212604,0.0794257237435473,0.0781796497391134,0.0803520064458839,0.0839596868282354,0.0876668812308572,0.0891149059088607,0.0890625607811139,0.0879639919969804,0.0864125578083453,0.0844434208689954,0.0823502896995378,0.0809849919554848,0.0808635627356359,0.0824612717846902,0.0883235012957423,0.0960368605627819,0.105972375366943,0.114097543585457,0.119789160154075,0.12076081617179,0.11816253800179,0.114770053413999,0.113017142898329,0.113629150498474,0.119644477582538,0.130286896238746,0.146383080230416,0.170454706216048,0.203148783343244,0.246283235014312,0.303887406625961,0.377572850267009,0.465581539229122,0.563820110051239,0.664986384887932,0.75792030636289,0.827807191754999,0.865038803924152,0.854439737742083,0.792193096576478,0.682817434702703,0.540509886993903,0.391779429975844,0.257544660222471,0.155071183629143,0.0874694871624153,0.0472721451364801,0.0266438691145335,0.0168518569220383,0.0128474366090451,0.0106200688398351,0.00930530719756463,0.00905299376971639,0.00796209257698236,0.00764866220231381,0.00703194425275713,0.00606593497326206,0.00589113689495366,0.00488690596377275,0.00501221395390394,0.00500710346120323,0.0051785175082176,0.00611042845988761,0.00595547841356988,0.006,0.0049621391117741,0.00446099886085295,0.00404278679840314,0.00296909967649635,0.00301231719640599,0.0030983785273882,0.00212930870331798,0.00201415140159348,0.00199232639397876,0.00200165192183441,0.0019995871934604,0.00199779877125192,0.00202319281619109,0.00189696009486542,0.00295573585627,0.00296584523765841,0.00310173801068246,0.00223901783940227,0.00199569828561094,0.0017739653388208,0.000903883162304603,0.00101154446793402,0.000999931459250249,0.00101705947884672,0.000893874010491142,0.0018686366463812,0.00198684146460815,0.00201320770779617
